0.2	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.
0.25	0.	0.	0.017240000000000002	0.012090000000000002	0.93966	0.02211	0.02586	0.014740000000000001	0.017240000000000002	0.012090000000000002
0.30000000000000004	0.	0.	0.	0.	0.91837	0.02766	0.030610000000000002	0.017400000000000002	0.05102	0.022230000000000003
0.35000000000000003	0.00893	0.00889	0.02679	0.015260000000000001	0.91071	0.026940000000000002	0.02679	0.015260000000000001	0.02679	0.015260000000000001
0.4	0.0102	0.010150000000000001	0.030610000000000002	0.017400000000000002	0.87755	0.03311	0.02041	0.014280000000000001	0.061220000000000004	0.024220000000000002
0.45	0.	0.	0.030770000000000002	0.015150000000000002	0.8846200000000001	0.028020000000000003	0.030770000000000002	0.015150000000000002	0.05385	0.0198
0.5	0.	0.	0.	0.	0.7950800000000001	0.03654	0.0082	0.00816	0.19672	0.03599
0.55	0.	0.	0.	0.	0.7017500000000001	0.042850000000000006	0.11404	0.02977	0.18421	0.03631
0.6000000000000001	0.	0.	0.	0.	0.47748	0.04741	0.36937000000000003	0.045810000000000003	0.15315	0.03418
0.65	0.	0.	0.034190000000000005	0.016800000000000002	0.39316	0.045160000000000006	0.47863000000000006	0.046180000000000006	0.09402	0.02698
0.7000000000000001	0.	0.	0.058820000000000004	0.021570000000000002	0.20168000000000003	0.03678	0.65546	0.04356	0.08403000000000001	0.02543
0.7500000000000001	0.	0.	0.00952	0.00948	0.34286000000000005	0.04632000000000001	0.6000000000000001	0.047810000000000005	0.04762	0.020780000000000003
0.8	0.	0.	0.06087000000000001	0.0223	0.42609	0.046110000000000005	0.5043500000000001	0.04662	0.008700000000000001	0.008660000000000001
0.8500000000000001	0.	0.	0.06504	0.022230000000000003	0.71545	0.04068	0.19512000000000002	0.035730000000000005	0.024390000000000002	0.01391
0.9	0.0071400000000000005	0.0071200000000000005	0.10714000000000001	0.026140000000000004	0.7714300000000001	0.03549	0.10714000000000001	0.026140000000000004	0.0071400000000000005	0.0071200000000000005
0.9500000000000001	0.	0.	0.15455000000000002	0.034460000000000005	0.75455	0.041030000000000004	0.08182	0.02613	0.00909	0.00905
1.	0.008400000000000001	0.00837	0.31933	0.04274	0.57143	0.045360000000000004	0.07563	0.02424	0.025210000000000003	0.01437
1.05	0.008	0.007970000000000001	0.6000000000000001	0.043820000000000005	0.36000000000000004	0.04293	0.032	0.01574	0.	0.
1.1	0.055560000000000005	0.02041	0.6746000000000001	0.041740000000000006	0.2619	0.03917	0.007940000000000001	0.0079	0.	0.
1.1500000000000001	0.0381	0.018680000000000002	0.6285700000000001	0.047150000000000004	0.24762	0.042120000000000005	0.07619000000000001	0.025890000000000003	0.00952	0.00948
1.2000000000000002	0.08108000000000001	0.025910000000000002	0.48649000000000003	0.04744	0.38739	0.04624	0.01802	0.01263	0.027030000000000002	0.015390000000000001
1.25	0.15038	0.030990000000000004	0.2406	0.03706	0.5939800000000001	0.04258000000000001	0.015040000000000001	0.01055	0.	0.
1.3	0.13821	0.031120000000000002	0.10569	0.02772	0.73984	0.039560000000000005	0.00813	0.008100000000000001	0.00813	0.008100000000000001
1.35	0.16102000000000002	0.03384	0.042370000000000005	0.01854	0.7627100000000001	0.03916	0.0339	0.01666	0.	0.
1.4000000000000001	0.0708	0.024130000000000002	0.02655	0.015120000000000001	0.8938100000000001	0.028980000000000002	0.00885	0.00881	0.	0.
1.4500000000000002	0.008620000000000001	0.00858	0.034480000000000004	0.01694	0.93103	0.023530000000000002	0.017240000000000002	0.012090000000000002	0.008620000000000001	0.00858
1.5000000000000002	0.0354	0.017380000000000003	0.00885	0.00881	0.9115000000000001	0.02672	0.0354	0.017380000000000003	0.00885	0.00881
1.55	0.02381	0.023520000000000003	0.02381	0.023520000000000003	0.9047600000000001	0.045290000000000004	0.02381	0.023520000000000003	0.02381	0.023520000000000003
